CODGEO;LIBGEO;SEXE1_AGEPYR1000;SEXE1_AGEPYR1003;SEXE1_AGEPYR1006;SEXE1_AGEPYR1011;SEXE1_AGEPYR1018;SEXE1_AGEPYR1025;SEXE1_AGEPYR1040;SEXE1_AGEPYR1055;SEXE1_AGEPYR1065;SEXE1_AGEPYR1080;SEXE2_AGEPYR1000;SEXE2_AGEPYR1003;SEXE2_AGEPYR1006;SEXE2_AGEPYR1011;SEXE2_AGEPYR1018;SEXE2_AGEPYR1025;SEXE2_AGEPYR1040;SEXE2_AGEPYR1055;SEXE2_AGEPYR1065;SEXE2_AGEPYR1080;population;LIBGEO2
01276;Niévroz;39;52;53;67;50;154;172;111;75;19;30;35;52;83;54;150;187;99;78;18;1578;nievroz
01277;Nivollet-Montgriffon;2;2;3;4;4;11;13;12;9;5;3;0;5;6;3;7;14;10;5;1;119;nivollet montgriffon
01279;Oncieu;0;2;2;2;2;6;11;7;9;4;1;1;2;6;1;8;8;9;3;9;93;oncieu
01280;Ordonnaz;2;0;5;7;5;10;17;9;11;7;1;2;7;8;1;8;14;12;9;7;142;ordonnaz
01281;Ornex;96;100;207;244;114;421;517;238;164;47;76;87;184;228;120;484;555;220;192;107;4401;ornex
01282;Outriaz;3;4;7;19;6;30;31;27;10;5;8;7;8;5;8;19;23;18;13;8;259;outriaz
01283;Oyonnax;453;485;888;1164;834;1991;2139;1262;1342;433;390;477;782;1181;755;2076;2291;1472;1392;752;22559;oyonnax
01284;Ozan;9;8;33;38;27;65;74;42;30;12;14;15;22;35;22;53;87;36;36;16;674;ozan
01285;Parcieux;18;26;34;54;56;101;155;52;82;15;26;23;39;72;51;101;131;64;70;18;1188;parcieux
01286;Parves et Nattages;17;12;37;36;24;67;101;84;73;9;13;21;29;45;26;76;105;73;67;22;937;parves et nattages
01288;Péron;49;60;102;151;71;320;360;114;92;17;46;70;116;107;62;291;325;113;86;32;2584;peron
01289;Péronnas;73;88;174;313;269;383;575;407;483;203;78;96;153;299;209;429;689;450;591;325;6287;peronnas
01290;Pérouges;20;16;36;47;46;75;149;90;87;22;12;18;32;63;36;91;139;84;88;54;1205;perouges
01291;Perrex;15;18;20;44;22;66;99;51;62;17;13;10;21;43;19;65;103;64;55;19;826;perrex
01293;Peyriat;1;3;9;7;5;7;22;15;7;1;1;3;3;14;3;6;23;15;14;4;163;peyriat
01294;Peyrieu;19;18;29;37;30;75;107;56;57;17;12;14;22;42;18;70;97;56;59;27;862;peyrieu
01295;Peyzieux-sur-Saône;19;20;24;35;25;72;81;27;19;6;18;26;35;33;20;84;72;29;12;6;663;peyzieux sur saone
01296;Pirajoux;7;8;15;28;9;32;40;30;26;9;9;8;11;15;11;30;39;27;23;12;389;pirajoux
01297;Pizay;12;15;28;55;32;59;117;53;39;7;13;12;21;34;27;60;114;41;49;6;794;pizay
01298;Plagne;6;4;4;2;2;16;13;7;14;0;4;0;3;0;2;13;9;11;10;3;123;plagne
01299;Le Plantay;18;12;26;23;21;69;61;38;29;8;10;10;15;20;13;48;64;35;28;6;554;le plantay
01301;Polliat;44;53;83;114;65;193;270;177;181;59;51;46;82;110;51;206;270;182;194;73;2504;polliat
01302;Pollieu;3;3;2;8;4;12;18;15;15;4;0;1;4;8;4;7;21;12;13;5;159;pollieu
01303;Poncin;30;30;55;94;52;122;176;96;118;36;26;32;65;95;55;151;171;98;130;66;1698;poncin
01304;Pont-d'Ain;62;79;106;138;93;279;299;159;178;61;66;70;104;120;90;276;277;135;204;117;2913;pont d'ain
01305;Pont-de-Vaux;34;40;57;88;80;195;181;131;154;107;31;39;52;82;85;172;187;155;164;255;2289;pont de vaux
01306;Pont-de-Veyle;27;30;45;66;76;148;140;84;100;70;15;21;47;56;86;131;140;87;129;122;1620;pont de veyle
01307;Port;18;20;26;36;38;81;92;55;51;11;9;17;23;34;22;78;99;57;63;25;855;port
01308;Pougny;20;15;30;41;34;64;102;48;37;14;15;12;26;49;26;73;102;49;47;12;816;pougny
01309;Pouillat;2;1;4;8;3;5;14;5;7;3;1;1;0;3;4;4;11;3;4;5;88;pouillat
01310;Prémeyzel;4;6;3;6;3;23;69;28;18;3;3;2;10;3;1;22;20;10;9;4;247;premeyzel
01311;Prémillieu;1;0;2;3;0;2;6;3;6;1;0;0;0;2;1;5;6;4;0;2;44;premillieu
01313;Prévessin-Moëns;198;207;340;410;223;897;897;322;298;57;207;238;323;404;208;970;991;382;341;77;7990;prevessin moens
01314;Priay;30;44;71;76;27;173;210;95;87;30;37;42;67;83;40;181;179;93;89;54;1708;priay
01317;Ramasse;6;8;14;13;7;28;41;19;18;7;7;6;12;21;4;32;33;21;16;7;320;ramasse
01318;Rancé;7;13;35;48;26;56;97;59;28;5;10;14;35;44;25;43;97;49;29;5;725;rance
01319;Relevant;11;11;9;19;14;35;64;32;27;9;13;4;21;24;14;39;54;21;32;11;464;relevant
01320;Replonges;71;82;149;192;104;296;429;225;251;72;63;78;118;162;84;306;391;255;263;111;3702;replonges
01321;Revonnas;7;16;44;60;21;63;128;45;65;10;15;12;41;56;23;67;127;40;67;13;920;revonnas
01322;Reyrieux;67;97;190;263;173;328;511;284;290;96;52;70;162;263;152;363;553;272;292;192;4670;reyrieux
01323;Reyssouze;18;26;36;48;20;78;106;56;71;23;18;14;37;42;21;80;110;67;82;22;975;reyssouze
01325;Rignieux-le-Franc;10;22;40;56;24;84;127;74;67;4;16;18;28;48;24;73;110;69;72;10;976;rignieux le franc
01328;Romans;11;10;23;26;16;49;50;38;43;22;6;12;20;17;24;60;52;35;33;44;591;romans
01329;Rossillon;2;5;2;3;3;9;21;14;18;4;1;0;1;3;3;11;15;15;17;6;153;rossillon
01330;Ruffieu;0;1;6;9;8;8;22;17;12;7;3;2;3;9;6;7;23;15;14;10;182;ruffieu
01331;Saint-Alban;2;3;5;10;4;16;21;9;8;8;2;4;2;11;10;13;20;6;12;9;175;saint alban
01332;Saint-André-de-Bâgé;15;9;24;39;26;67;75;51;50;7;15;17;22;37;19;76;74;59;51;10;743;saint andre de bage
01333;Saint-André-de-Corcy;63;59;83;169;100;283;313;206;218;56;45;64;109;158;126;282;336;226;226;119;3241;saint andre de corcy
01334;Saint-André-d'Huiriat;12;9;13;33;14;62;70;45;30;6;18;20;26;33;15;66;56;42;24;9;603;saint andre d'huiriat
01335;Saint-André-le-Bouchoux;5;13;21;21;9;40;41;25;18;4;9;6;18;20;6;43;37;24;20;5;385;saint andre le bouchoux
01336;Saint-André-sur-Vieux-Jonc;27;31;41;44;38;92;116;67;71;17;29;27;39;55;24;100;123;75;81;32;1129;saint andre sur vieux jonc
01337;Saint-Bénigne;22;21;48;72;56;86;126;86;90;33;14;31;50;49;26;87;145;86;99;29;1256;saint benigne
01338;Groslée-Saint-Benoit;25;28;50;67;28;92;122;88;89;21;16;28;48;45;23;100;119;83;82;39;1193;groslee saint benoit
01339;Saint-Bernard;16;32;39;76;35;80;153;117;108;44;14;31;34;63;36;85;165;101;131;71;1431;saint bernard
01342;Sainte-Croix;9;8;29;30;22;35;82;42;22;5;8;8;23;41;16;41;73;37;29;4;564;sainte croix
01343;Saint-Cyr-sur-Menthon;34;47;73;106;39;155;196;117;108;24;33;43;62;80;37;166;186;122;94;40;1762;saint cyr sur menthon
01344;Saint-Denis-lès-Bourg;83;97;164;253;156;363;593;435;449;156;64;78;146;248;163;397;640;457;494;232;5668;saint denis les bourg
01345;Saint-Denis-en-Bugey;35;48;82;105;87;197;241;149;141;44;38;45;77;105;79;192;265;156;147;62;2295;saint denis en bugey
01346;Saint-Didier-d'Aussiat;18;21;29;41;24;71;105;54;55;15;18;23;43;46;27;72;99;41;54;26;882;saint didier d'aussiat
01347;Saint-Didier-de-Formans;35;38;71;126;67;120;247;140;117;29;27;47;52;92;57;145;241;142;118;33;1944;saint didier de formans
01348;Saint-Didier-sur-Chalaronne;42;46;106;177;82;231;286;186;179;59;37;50;99;147;90;223;303;183;222;85;2833;saint didier sur chalaronne
01349;Saint-Éloi;8;12;14;19;14;40;45;43;41;5;5;4;12;20;6;41;47;41;33;6;456;saint eloi
01350;Saint-Étienne-du-Bois;34;49;85;114;77;194;275;154;187;64;36;39;83;116;61;204;277;138;211;93;2491;saint etienne du bois
01351;Saint-Étienne-sur-Chalaronne;43;38;59;100;45;152;169;90;66;25;21;35;65;86;32;146;176;87;74;39;1548;saint etienne sur chalaronne
01352;Saint-Étienne-sur-Reyssouze;9;10;26;36;17;43;72;35;45;18;9;14;18;28;13;44;54;30;35;15;571;saint etienne sur reyssouze
01353;Sainte-Euphémie;21;34;72;95;55;143;203;108;79;11;29;33;65;106;43;141;208;116;70;26;1658;sainte euphemie
01354;Saint-Genis-Pouilly;322;316;433;505;375;1736;1230;432;449;253;291;286;435;500;342;1654;1175;514;483;162;11893;saint genis pouilly
01355;Saint-Genis-sur-Menthon;12;15;18;21;12;48;54;35;24;4;10;9;15;16;14;45;45;39;22;14;472;saint genis sur menthon
01356;Saint-Georges-sur-Renon;4;6;9;16;4;21;23;19;6;2;6;3;6;12;4;21;21;13;19;3;218;saint georges sur renon
01357;Saint-Germain-de-Joux;6;12;18;28;20;58;54;30;29;7;11;10;12;28;22;43;56;23;28;12;507;saint germain de joux
01358;Saint-Germain-les-Paroisses;7;11;15;18;11;34;46;38;27;17;5;6;21;16;9;41;39;23;38;12;434;saint germain les paroisses
01359;Saint-Germain-sur-Renon;4;6;6;5;6;21;22;26;14;5;6;8;9;7;5;19;24;24;14;4;235;saint germain sur renon
01360;Saint-Jean-de-Gonville;41;41;61;71;39;193;220;101;71;13;28;47;67;78;40;207;195;99;82;24;1718;saint jean de gonville
01361;Saint-Jean-de-Niost;10;21;57;85;53;88;189;115;78;25;23;26;45;84;41;95;185;103;78;27;1428;saint jean de niost
01362;Saint-Jean-de-Thurigneux;19;22;38;46;24;62;95;52;38;13;12;17;28;38;14;73;88;50;35;9;773;saint jean de thurigneux
01363;Saint-Jean-le-Vieux;27;23;48;86;52;141;216;109;91;43;23;34;61;87;39;131;211;103;118;56;1699;saint jean le vieux
01364;Saint-Jean-sur-Reyssouze;18;14;25;35;16;60;84;46;55;23;11;18;21;20;23;64;67;46;60;34;740;saint jean sur reyssouze
01365;Saint-Jean-sur-Veyle;18;33;36;53;24;88;119;83;80;18;23;26;42;55;29;95;115;87;64;34;1122;saint jean sur veyle
01366;Sainte-Julie;25;29;48;62;26;93;132;45;39;12;23;26;38;49;23;101;131;47;41;10;1000;sainte julie
01367;Saint-Julien-sur-Reyssouze;14;21;37;29;20;55;72;43;51;17;13;17;27;26;17;68;56;37;51;27;698;saint julien sur reyssouze
01368;Saint-Julien-sur-Veyle;16;21;32;54;28;59;100;40;46;12;15;14;41;37;16;76;88;44;48;13;800;saint julien sur veyle
01369;Saint-Just;13;21;21;50;22;63;90;97;72;12;14;17;25;39;13;64;112;82;63;27;917;saint just
01370;Saint-Laurent-sur-Saône;23;23;31;56;71;241;157;89;85;36;20;31;43;58;83;206;160;98;107;136;1754;saint laurent sur saone
01371;Saint-Marcel;32;25;53;72;64;138;146;82;46;10;20;22;34;77;55;129;159;83;44;12;1303;saint marcel
01372;Saint-Martin-de-Bavel;3;4;13;31;11;30;43;33;34;8;6;6;24;31;13;33;42;38;22;13;438;saint martin de bavel
01373;Saint-Martin-du-Frêne;11;10;33;50;46;89;131;70;60;21;15;23;37;52;39;73;136;62;71;33;1062;saint martin du frene
01374;Saint-Martin-du-Mont;35;33;71;87;55;157;181;135;137;29;37;28;58;78;42;169;200;108;118;48;1806;saint martin du mont
01375;Saint-Martin-le-Châtel;18;11;30;39;14;72;93;58;42;12;12;21;22;42;19;75;96;49;44;19;788;saint martin le chatel
01376;Saint-Maurice-de-Beynost;77;89;146;190;161;361;423;198;227;87;67;72;117;193;154;337;409;244;264;151;3967;saint maurice de beynost
01378;Saint-Maurice-de-Gourdans;42;50;97;142;87;202;315;168;136;37;52;36;75;149;63;194;325;176;140;50;2536;saint maurice de gourdans
01379;Saint-Maurice-de-Rémens;10;21;29;37;22;84;71;44;35;14;20;20;28;34;21;76;85;45;47;10;753;saint maurice de remens
01380;Saint-Nizier-le-Bouchoux;11;8;28;39;17;44;73;51;55;20;6;5;17;61;8;40;81;39;45;34;682;saint nizier le bouchoux
01381;Saint-Nizier-le-Désert;15;23;51;52;25;81;106;60;50;8;26;17;24;59;33;86;106;46;37;11;916;saint nizier le desert
01382;Sainte-Olive;1;9;14;18;5;18;38;17;23;4;2;7;6;13;8;20;33;24;21;3;284;sainte olive
01383;Saint-Paul-de-Varax;37;31;53;93;58;121;155;94;98;21;40;25;54;63;48;126;166;90;96;33;1502;saint paul de varax
01384;Saint-Rambert-en-Bugey;49;58;83;93;75;213;241;129;102;68;51;52;67;111;80;197;223;135;132;150;2309;saint rambert en bugey
01385;Saint-Rémy;9;19;46;50;33;68;120;77;59;22;14;12;30;48;34;79;111;81;67;20;999;saint remy
01386;Saint-Sorlin-en-Bugey;16;28;46;54;32;114;122;89;62;21;19;21;43;47;54;95;123;70;60;33;1149;saint sorlin en bugey
01387;Saint-Sulpice;5;8;7;17;2;29;31;10;6;3;4;11;15;14;6;31;26;8;11;3;247;saint sulpice
01388;Saint-Trivier-de-Courtes;16;21;38;43;37;81;85;60;101;54;11;17;27;24;25;77;84;79;104;109;1093;saint trivier de courtes
01389;Saint-Trivier-sur-Moignans;27;30;64;90;65;158;207;120;99;43;22;28;54;92;65;149;190;112;109;96;1820;saint trivier sur moignans
01390;Saint-Vulbas;28;27;49;58;34;142;165;71;50;24;31;39;50;45;39;147;124;64;54;65;1306;saint vulbas
01391;Salavre;3;4;5;11;5;18;33;16;36;7;2;4;6;9;5;15;27;25;35;11;277;salavre
01392;Samognat;6;6;23;32;18;35;101;51;35;14;7;8;21;56;15;33;111;41;35;6;654;samognat
01393;Sandrans;9;6;33;26;19;47;57;32;30;8;7;16;20;33;13;48;63;33;19;7;526;sandrans
01396;Sault-Brénaz;16;16;36;43;31;93;108;54;76;18;11;19;30;39;20;92;96;49;79;34;960;sault brenaz
01397;Sauverny;12;21;31;45;32;87;107;79;69;8;19;16;38;47;29;90;131;86;61;18;1026;sauverny
01398;Savigneux;23;30;57;68;47;116;148;89;59;17;34;32;52;67;45;128;152;91;48;30;1333;savigneux
01399;Ségny;56;42;67;96;71;223;229;110;93;23;44;56;71;75;61;218;247;101;107;26;2016;segny
01400;Seillonnaz;1;2;5;8;2;13;12;14;13;2;1;0;3;5;5;10;12;13;12;4;137;seillonnaz
01401;Sergy;37;50;98;109;46;185;259;111;102;19;47;53;89;107;54;201;257;100;106;16;2046;sergy
01402;Sermoyer;4;15;29;28;15;56;86;39;41;29;5;7;24;33;10;53;71;49;51;33;678;sermoyer
01403;Serrières-de-Briord;22;18;56;59;39;98;148;72;86;24;25;21;39;84;40;99;136;65;80;49;1260;serrieres de briord
01404;Serrières-sur-Ain;1;4;4;3;1;12;12;15;17;4;3;2;4;2;1;12;9;13;11;4;134;serrieres sur ain
01405;Servas;26;27;38;88;47;106;162;70;63;12;28;18;44;81;31;106;157;68;53;17;1242;servas
01406;Servignat;3;3;4;7;5;15;17;16;15;3;1;3;8;7;4;12;14;17;15;5;174;servignat
01407;Seyssel;16;24;35;51;41;97;114;55;40;20;19;25;34;48;27;99;99;59;60;34;997;seyssel
01408;Simandre-sur-Suran;3;12;20;51;19;46;80;43;53;10;9;14;18;38;20;64;61;57;41;16;675;simandre sur suran
01410;Sonthonnax-la-Montagne;5;6;16;22;18;20;52;23;11;4;3;10;10;12;3;23;43;23;10;5;319;sonthonnax la montagne
01411;Souclin;6;3;11;12;9;22;36;10;19;7;2;5;7;20;5;29;24;16;18;7;268;souclin
01412;Sulignat;10;13;28;33;21;46;70;34;33;12;7;10;21;26;15;58;62;37;30;12;578;sulignat
01415;Talissieu;6;8;15;17;8;38;60;34;37;5;5;5;15;22;9;34;56;30;27;16;447;talissieu
01416;Tenay;16;22;38;44;25;100;105;65;102;31;16;19;29;36;25;92;91;58;69;61;1044;tenay
01418;Thil;17;18;46;54;46;80;132;68;65;18;10;23;45;46;36;86;135;70;57;20;1072;thil
01419;Thoiry;140;105;238;293;163;665;731;339;258;61;119;126;263;289;146;684;783;319;286;86;6094;thoiry
01420;Thoissey;19;31;28;69;64;120;139;94;94;75;40;34;51;75;85;140;186;91;127;164;1726;thoissey
01421;Torcieu;14;15;28;27;28;67;82;55;43;11;14;16;15;24;25;68;84;58;34;20;728;torcieu
01422;Tossiat;28;18;48;65;38;102;179;86;101;19;19;27;41;68;22;121;145;102;101;36;1366;tossiat
01423;Toussieux;31;22;33;45;29;97;117;64;39;8;20;34;43;49;37;116;109;54;45;9;1001;toussieux
01424;Tramoyes;27;23;57;86;77;115;209;120;101;14;17;21;60;90;73;120;225;116;96;18;1665;tramoyes
01425;La Tranclière;4;5;9;11;10;24;36;19;25;4;3;4;9;15;8;24;31;14;27;4;286;la trancliere
01426;Val-Revermont;42;58;108;122;76;240;295;183;156;36;41;55;103;105;65;241;266;164;158;66;2580;val revermont
01427;Trévoux;176;161;260;302;292;708;711;393;288;104;128;142;255;321;264;714;691;411;330;199;6850;trevoux
01428;Valeins;2;7;9;6;1;14;13;4;8;2;3;2;9;8;2;16;12;5;10;0;133;valeins
01429;Vandeins;8;16;25;38;24;57;79;42;39;11;14;16;25;35;18;65;77;43;47;10;689;vandeins
01430;Varambon;10;11;17;26;14;51;67;43;29;6;9;7;19;22;11;41;68;41;25;14;531;varambon
01431;Vaux-en-Bugey;22;27;60;58;37;98;145;70;76;33;11;22;35;58;34;114;130;81;78;36;1225;vaux en bugey
01432;Verjon;3;8;7;12;6;21;35;15;21;4;5;7;9;15;8;24;35;14;22;7;278;verjon
01433;Vernoux;12;8;13;12;15;39;37;12;14;3;14;10;13;11;7;46;23;18;12;2;321;vernoux
01434;Versailleux;13;7;8;21;14;37;57;22;28;5;13;9;13;17;15;38;51;19;26;8;421;versailleux
01435;Versonnex;47;43;95;134;57;171;288;102;93;15;46;52;102;125;67;201;306;112;104;24;2184;versonnex
01436;Vesancy;7;5;18;17;7;49;66;32;25;6;11;9;16;25;7;44;68;28;31;19;490;vesancy
01437;Vescours;9;8;9;14;3;23;27;18;17;8;6;6;5;12;6;20;20;14;17;4;246;vescours
01439;Vésines;1;2;7;4;2;13;10;9;5;0;3;2;1;3;1;9;8;10;4;5;99;vesines
01441;Vieu-d'Izenave;17;19;33;30;17;63;77;47;27;15;10;19;32;34;17;68;74;47;38;17;701;vieu d'izenave
01443;Villars-les-Dombes;79;91;145;194;188;471;421;285;258;122;88;79;117;174;158;432;441;271;358;254;4626;villars les dombes
01444;Villebois;18;27;52;47;34;121;129;85;63;13;16;17;47;48;33;107;118;94;64;27;1160;villebois
01445;Villemotier;17;12;35;39;19;72;71;39;30;6;19;25;29;32;17;74;62;32;33;11;674;villemotier
01446;Villeneuve;31;30;51;95;56;144;169;87;71;19;25;32;45;87;55;131;183;79;70;20;1480;villeneuve
01447;Villereversure;23;24;53;56;34;113;117;82;94;35;16;19;37;50;36;111;114;89;92;82;1277;villereversure
01448;Villes;8;4;9;22;14;34;48;27;16;8;7;8;6;14;8;37;40;21;28;6;365;villes
01449;Villette-sur-Ain;11;16;25;51;26;55;99;61;37;9;19;13;21;40;20;60;85;56;32;15;751;villette sur ain
01450;Villieu-Loyes-Mollon;82;87;138;210;114;321;383;260;162;60;55;79;151;194;93;331;408;201;182;75;3586;villieu loyes mollon
01451;Viriat;94;132;220;330;204;500;654;469;413;154;100;105;213;293;216;508;691;413;478;164;6351;viriat
01452;Virieu-le-Grand;17;18;30;45;48;108;110;78;59;18;14;13;28;52;39;88;121;75;65;30;1056;virieu le grand
01453;Arvière-en-Valromey;11;13;16;20;20;57;83;58;60;16;8;9;17;23;26;49;80;66;57;24;713;arviere en valromey
01454;Virignin;23;19;46;64;26;100;126;62;50;18;16;35;43;55;34;109;121;67;59;16;1089;virignin
01456;Vongnes;0;1;1;1;0;3;9;6;11;3;3;0;4;1;0;3;10;5;7;3;71;vongnes
01457;Vonnas;44;43;111;187;99;207;283;170;216;72;41;53;98;146;92;210;299;196;240;122;2929;vonnas
02001;Abbécourt;10;9;17;31;26;47;60;24;26;11;9;7;16;21;16;48;47;23;38;11;497;abbecourt
02002;Achery;15;7;24;38;21;53;61;35;38;12;12;13;18;33;10;53;61;32;48;18;602;achery
02003;Acy;10;21;42;50;26;76;118;67;65;22;13;25;39;48;21;81;106;70;81;27;1008;acy
02004;Agnicourt-et-Séchelles;2;3;8;9;7;9;18;22;12;6;1;1;1;8;7;13;21;17;11;6;182;agnicourt et sechelles
02005;Aguilcourt;7;9;15;20;12;33;37;34;25;1;6;8;15;16;7;35;43;37;23;7;390;aguilcourt
02006;Aisonville-et-Bernoville;3;5;4;10;8;21;32;24;13;4;1;3;4;14;9;16;34;18;21;8;252;aisonville et bernoville
02007;Aizelles;3;1;1;5;6;14;12;9;10;4;2;2;3;2;8;7;14;8;11;3;125;aizelles
02008;Aizy-Jouy;8;9;19;14;6;27;28;22;13;4;6;5;11;14;10;36;20;23;8;6;289;aizy jouy
02009;Alaincourt;12;20;14;24;19;55;52;25;48;10;13;15;24;26;8;57;42;27;48;6;545;alaincourt
02010;Allemant;1;0;12;15;5;7;26;12;11;0;3;5;3;12;3;17;26;9;10;0;177;allemant
02011;Ambleny;24;26;37;53;39;93;117;79;80;21;17;18;38;54;41;95;127;77;91;35;1162;ambleny
02012;Ambrief;1;1;4;0;0;13;8;9;3;2;2;2;1;1;1;8;7;4;3;1;71;ambrief
02013;Amifontaine;11;6;18;22;11;28;55;32;17;11;13;3;13;23;9;37;45;27;21;11;413;amifontaine
02014;Amigny-Rouy;11;18;34;31;22;68;90;61;38;11;10;14;31;41;11;57;85;54;41;15;743;amigny rouy
02015;Ancienville;0;0;2;1;3;7;5;10;6;1;2;4;3;2;3;5;7;10;4;1;76;ancienville
02016;Andelain;3;6;9;19;6;24;27;11;12;6;4;5;8;15;4;21;24;16;11;2;233;andelain
02017;Anguilcourt-le-Sart;9;8;16;17;8;28;32;21;17;4;8;6;9;15;10;35;30;17;16;7;313;anguilcourt le sart
02018;Anizy-le-Grand;40;44;99;130;75;189;238;177;181;46;43;51;83;110;87;195;262;180;199;97;2526;anizy le grand
02019;Annois;3;8;9;15;14;30;31;24;33;7;10;7;8;17;14;36;32;26;29;12;365;annois
02020;Any-Martin-Rieux;9;11;14;21;12;37;43;31;33;10;8;8;17;30;11;33;47;31;30;21;457;any martin rieux
02021;Archon;0;1;3;4;1;7;13;4;6;3;0;1;4;6;4;7;9;5;8;3;89;archon
02022;Arcy-Sainte-Restitue;8;5;14;17;14;30;54;29;25;9;10;11;7;17;9;34;45;24;23;18;403;arcy sainte restitue
02023;Armentières-sur-Ourcq;2;1;2;2;0;11;11;9;6;2;2;4;3;7;2;10;13;8;4;3;102;armentieres sur ourcq
02024;Arrancy;2;1;0;1;2;5;5;4;6;2;1;1;3;1;2;3;5;1;7;1;53;arrancy
02025;Artemps;13;5;9;17;6;38;39;20;24;7;3;9;12;25;13;43;31;28;21;8;371;artemps
02027;Assis-sur-Serre;1;5;2;12;10;14;26;23;15;4;5;5;6;8;6;16;25;10;21;11;225;assis sur serre
02028;Athies-sous-Laon;45;58;91;118;71;213;283;179;142;53;32;46;89;116;73;241;303;177;189;82;2601;athies sous laon
02029;Attilly;6;5;11;24;12;35;45;29;18;5;6;5;6;20;13;27;44;28;23;6;368;attilly
02030;Aubencheul-aux-Bois;2;3;7;16;8;19;29;20;22;7;3;4;3;21;7;19;31;18;25;14;278;aubencheul aux bois
02031;Aubenton;20;14;19;31;26;59;66;42;57;12;10;15;15;27;16;57;55;47;38;32;658;aubenton
02032;Aubigny-aux-Kaisnes;2;6;15;13;8;28;23;19;9;5;5;4;7;14;9;17;34;16;7;11;252;aubigny aux kaisnes
02033;Aubigny-en-Laonnois;0;1;3;4;5;9;11;11;9;0;1;2;2;5;3;5;14;12;6;2;105;aubigny en laonnois
02034;Audignicourt;1;4;5;6;5;11;11;9;6;1;3;5;3;6;3;11;11;10;2;2;115;audignicourt
02035;Audigny;10;5;17;20;7;20;37;11;10;2;3;10;17;21;6;26;28;13;15;6;284;audigny
02036;Augy;3;3;4;4;5;5;13;1;3;3;3;2;1;2;3;10;11;2;5;4;87;augy
02037;Aulnois-sous-Laon;23;31;65;71;55;116;163;100;68;21;29;36;55;72;42;141;144;111;71;24;1438;aulnois sous laon
02038;Les Autels;1;0;2;3;1;2;4;6;5;4;1;0;2;3;1;3;5;3;5;7;58;les autels
02039;Autremencourt;1;3;7;13;13;15;17;10;6;2;1;1;11;8;11;14;11;10;9;6;169;autremencourt
02040;Autreppes;4;3;6;14;3;9;24;8;9;4;4;3;7;9;5;17;20;10;11;8;178;autreppes
02041;Autreville;15;16;25;43;23;70;80;53;61;15;10;13;22;40;19;64;94;47;73;31;814;autreville
02042;Azy-sur-Marne;4;8;15;21;17;26;41;31;29;7;6;3;10;10;12;18;58;32;29;13;390;azy sur marne
02043;Bagneux;1;1;5;5;3;6;8;5;2;1;2;0;1;5;2;4;10;3;3;4;71;bagneux
02044;Bancigny;0;0;1;1;3;1;3;3;3;1;0;1;0;1;1;0;1;3;2;1;26;bancigny
02046;Barenton-Bugny;6;14;17;22;15;50;56;43;33;6;8;8;25;24;16;53;57;40;41;18;552;barenton bugny
02047;Barenton-Cel;1;0;2;11;5;5;22;10;7;1;0;2;0;5;3;4;19;8;7;5;117;barenton cel
02048;Barenton-sur-Serre;3;4;7;4;4;18;16;4;6;4;2;2;6;3;5;13;13;6;6;4;130;barenton sur serre
02049;Barisis-aux-Bois;8;14;28;36;10;58;70;64;59;18;13;16;17;38;18;59;74;48;72;23;743;barisis aux bois
02050;Barzy-en-Thiérache;6;6;8;14;7;35;36;13;24;4;12;7;13;20;8;31;31;14;26;8;323;barzy en thierache
02051;Barzy-sur-Marne;8;7;8;17;7;33;45;28;28;15;3;5;11;13;5;31;47;30;27;14;382;barzy sur marne
02052;Bassoles-Aulers;2;1;6;6;3;8;15;8;9;1;7;3;1;7;3;14;16;13;12;6;141;bassoles aulers
02053;Vallées en Champagne;13;6;17;27;25;38;65;49;44;13;6;15;14;21;12;44;61;35;42;23;570;vallees en champagne
02054;Bazoches-sur-Vesles;8;10;12;35;17;41;60;22;27;11;4;11;21;24;6;39;54;22;32;6;462;bazoches sur vesles
02055;Beaumé;0;1;1;2;3;7;11;5;12;5;0;1;3;3;2;4;10;7;12;4;93;beaume
02056;Beaumont-en-Beine;1;10;6;10;4;17;18;12;11;3;6;2;7;8;5;19;15;11;10;2;177;beaumont en beine
02057;Beaurevoir;21;25;44;79;46;109;155;82;91;30;19;21;47;74;54;102;148;86;110;89;1432;beaurevoir
02058;Beaurieux;5;19;31;57;30;76;84;50;39;12;14;25;37;55;17;76;86;49;41;26;829;beaurieux
02059;Beautor;48;63;102;131;108;203;264;184;179;51;54;53;97;91;90;219;263;188;221;90;2699;beautor
02060;Beauvois-en-Vermandois;1;4;11;10;10;18;39;21;21;6;3;4;6;13;8;17;33;19;21;10;275;beauvois en vermandois
02061;Becquigny;6;8;18;8;12;21;35;18;12;3;2;4;8;17;8;25;26;9;12;5;257;becquigny
02062;Belleau;1;6;7;7;5;10;18;11;8;0;4;1;5;5;3;11;14;10;7;3;136;belleau
02063;Bellenglise;7;7;14;16;11;31;48;17;24;6;6;9;9;23;11;42;42;18;35;6;382;bellenglise
02064;Belleu;69;47;89;140;122;263;323;255;305;125;41;54;106;146;111;274;378;269;343;280;3740;belleu
02065;Bellicourt;8;14;17;36;20;39;73;37;39;5;12;13;16;37;22;47;80;33;39;17;604;bellicourt
02066;Benay;3;1;5;6;5;20;20;20;11;4;5;1;11;9;9;22;23;18;13;5;211;benay
