CODGEO;LIBGEO;SEXE1_AGEPYR1000;SEXE1_AGEPYR1003;SEXE1_AGEPYR1006;SEXE1_AGEPYR1011;SEXE1_AGEPYR1018;SEXE1_AGEPYR1025;SEXE1_AGEPYR1040;SEXE1_AGEPYR1055;SEXE1_AGEPYR1065;SEXE1_AGEPYR1080;SEXE2_AGEPYR1000;SEXE2_AGEPYR1003;SEXE2_AGEPYR1006;SEXE2_AGEPYR1011;SEXE2_AGEPYR1018;SEXE2_AGEPYR1025;SEXE2_AGEPYR1040;SEXE2_AGEPYR1055;SEXE2_AGEPYR1065;SEXE2_AGEPYR1080;population;LIBGEO2
50428;Reffuveille;5;10;17;23;14;49;36;47;40;18;8;7;12;15;14;36;35;40;44;39;509;reffuveille
50429;Regnéville-sur-Mer;6;5;16;33;13;32;74;72;76;19;7;14;16;20;10;37;85;65;87;45;732;regneville sur mer
50430;Reigneville-Bocage;1;0;3;2;0;5;5;2;2;0;1;1;2;3;0;6;3;1;0;1;38;reigneville bocage
50431;Remilly Les Marais;24;31;36;45;32;112;102;59;75;31;27;28;31;51;29;106;94;66;71;51;1101;remilly les marais
50433;Réville;17;14;22;44;27;66;107;93;103;29;7;10;28;37;24;65;91;101;112;54;1051;reville
50435;Rocheville;5;11;16;35;21;55;75;36;37;20;7;9;22;25;19;48;75;39;37;23;615;rocheville
50436;Romagny Fontenay;24;24;47;59;32;87;166;93;124;20;28;16;34;64;25;94;149;103;115;32;1336;romagny fontenay
50437;Roncey;23;23;20;31;30;60;57;65;64;27;17;12;24;32;22;55;71;47;67;58;805;roncey
50442;Le Rozel;8;4;3;6;12;22;28;20;21;8;3;1;4;11;5;24;23;24;19;7;253;le rozel
50443;Sacey;8;8;20;21;16;48;56;43;29;15;11;11;18;20;17;46;53;32;33;19;524;sacey
50444;Saint-Amand-Villages;40;54;94;150;63;202;298;181;165;58;30;50;75;130;48;205;291;168;185;69;2556;saint amand villages
50445;Saint-André-de-Bohon;7;12;7;25;6;34;28;22;23;9;6;11;10;8;11;28;35;19;17;16;334;saint andre de bohon
50446;Saint-André-de-l'Épine;6;13;18;26;17;47;54;43;42;8;11;8;19;28;14;47;57;48;35;12;553;saint andre de l'epine
50447;Saint-Aubin-des-Préaux;4;10;19;20;15;28;47;23;33;9;9;7;15;23;4;38;42;35;33;18;432;saint aubin des preaux
50448;Saint-Aubin-de-Terregatte;13;18;26;28;19;61;67;48;41;28;9;14;23;32;11;63;70;38;44;32;685;saint aubin de terregatte
50450;Saint-Barthélemy;4;6;7;9;8;21;29;33;37;13;6;5;7;12;6;23;28;30;34;16;334;saint barthelemy
50451;Saint-Brice;3;2;4;3;13;11;13;11;8;3;3;1;2;4;3;11;14;10;8;4;131;saint brice
50452;Saint-Brice-de-Landelles;7;15;26;35;21;59;77;52;47;19;12;11;27;30;12;55;71;42;58;22;698;saint brice de landelles
50453;Sainte-Cécile;10;24;35;32;25;70;86;59;78;15;13;20;22;28;19;67;76;56;73;25;833;sainte cecile
50454;Saint-Christophe-du-Foc;9;13;21;27;8;45;44;34;14;4;6;12;23;18;8;55;44;22;15;7;429;saint christophe du foc
50455;Saint-Clair-sur-l'Elle;13;21;23;44;16;66;81;68;60;43;16;16;34;49;24;76;83;70;72;74;949;saint clair sur l'elle
50456;Saint-Clément-Rancoudray;6;9;20;15;10;36;55;41;73;14;4;8;18;23;10;38;37;50;66;16;549;saint clement rancoudray
50457;Sainte-Colombe;5;4;7;16;5;19;25;19;7;3;1;3;6;12;7;20;27;15;8;6;215;sainte colombe
50461;Saint-Cyr;3;4;6;5;1;23;18;14;15;1;5;6;6;12;2;12;20;16;14;5;188;saint cyr
50462;Saint-Cyr-du-Bailleul;4;3;6;12;8;26;39;34;38;17;7;7;10;22;4;29;41;31;36;19;393;saint cyr du bailleul
50463;Saint-Denis-le-Gast;6;10;13;27;15;31;55;44;42;25;8;5;19;30;19;40;49;28;44;31;541;saint denis le gast
50464;Saint-Denis-le-Vêtu;14;14;20;38;18;49;62;53;33;13;12;19;28;27;12;57;58;41;29;23;620;saint denis le vetu
50467;Saint-Floxel;12;9;21;22;10;43;61;28;34;8;6;10;17;23;18;37;60;31;32;7;489;saint floxel
50468;Saint-Fromond;14;17;35;34;23;66;75;51;48;19;12;20;23;35;21;74;62;50;53;37;769;saint fromond
50469;Sainte-Geneviève;6;6;6;15;14;23;30;25;28;8;4;4;10;12;12;21;38;18;31;9;320;sainte genevieve
50471;Saint-Georges-de-la-Rivière;5;2;6;13;4;18;26;15;38;10;4;4;3;14;6;18;24;17;36;10;273;saint georges de la riviere
50472;Saint-Georges-de-Livoye;3;4;7;13;3;12;29;10;24;5;0;2;4;10;5;13;20;13;18;8;203;saint georges de livoye
50473;Saint-Georges-d'Elle;9;9;7;19;20;37;44;33;25;9;5;11;9;6;11;32;42;38;26;10;402;saint georges d'elle
50474;Saint-Georges-de-Rouelley;5;5;13;23;13;47;53;53;44;21;11;14;15;13;8;36;52;41;53;35;555;saint georges de rouelley
50475;Saint-Georges-Montcocq;16;16;28;29;26;68;79;90;65;22;7;21;23;33;28;76;93;81;74;40;915;saint georges montcocq
50476;Saint-Germain-d'Elle;2;4;13;8;0;19;17;22;12;8;2;9;11;12;0;23;13;14;16;16;221;saint germain d'elle
50478;Saint-Germain-de-Tournebut;8;8;12;23;20;42;48;31;28;2;9;9;16;18;11;46;37;30;23;6;427;saint germain de tournebut
50479;Saint-Germain-de-Varreville;0;1;4;7;1;6;11;12;11;7;0;1;0;2;1;4;14;9;11;11;113;saint germain de varreville
50480;Saint-Germain-le-Gaillard;15;19;20;26;12;78;71;55;60;17;17;21;24;27;16;77;65;58;48;16;742;saint germain le gaillard
50481;Saint-Germain-sur-Ay;6;4;23;21;30;45;88;89;104;33;13;20;17;24;20;44;87;84;108;52;912;saint germain sur ay
50482;Saint-Germain-sur-Sèves;3;3;3;11;4;19;24;15;8;5;1;3;5;5;2;15;23;12;8;9;178;saint germain sur seves
50483;Saint-Gilles;19;12;39;41;24;70;88;72;62;17;17;18;21;46;15;75;85;84;75;25;905;saint gilles
50484;Saint-Hilaire-du-Harcouët;78;80;137;227;264;384;548;400;534;307;61;91;136;214;172;376;529;426;663;491;6118;saint hilaire du harcouet
50486;Saint-Jacques-de-Néhou;12;13;34;33;15;71;55;25;35;9;11;22;36;22;12;72;49;25;34;14;599;saint jacques de nehou
50487;Saint-James;86;88;150;186;119;395;487;363;373;195;67;81;149;196;121;402;437;351;421;340;5007;saint james
50488;Saint-Jean-de-Daye;7;17;19;24;16;51;53;28;59;21;10;10;23;22;12;50;61;47;51;45;626;saint jean de daye
50489;Saint-Jean-de-la-Haize;7;11;20;23;13;44;43;37;40;18;12;12;18;21;9;48;47;31;45;13;512;saint jean de la haize
50490;Saint-Jean-de-la-Rivière;0;1;8;24;11;21;35;36;34;7;8;5;5;11;4;26;32;34;36;9;347;saint jean de la riviere
50491;Saint-Jean-de-Savigny;14;6;23;32;7;38;57;18;23;7;7;13;16;30;10;41;37;17;28;14;438;saint jean de savigny
50492;Saint-Jean-d'Elle;55;57;94;90;67;244;267;181;136;40;56;49;85;103;59;233;241;165;148;70;2440;saint jean d'elle
50493;Saint-Jean-des-Champs;22;29;47;76;37;114;153;104;85;25;25;24;55;86;22;131;138;104;95;29;1401;saint jean des champs
50495;Saint-Jean-du-Corail-des-Bois;0;1;1;1;1;5;9;7;5;4;1;1;1;8;1;4;7;5;7;4;73;saint jean du corail des bois
50496;Saint-Jean-le-Thomas;1;2;11;18;2;17;35;14;63;25;2;4;4;15;5;18;36;23;78;35;408;saint jean le thomas
50498;Saint-Joseph;17;16;29;42;18;56;109;51;38;13;15;15;31;41;7;69;89;63;54;20;793;saint joseph
50499;Saint-Laurent-de-Cuves;8;7;15;15;13;40;62;27;39;18;6;13;17;18;13;30;47;32;41;22;483;saint laurent de cuves
50500;Saint-Laurent-de-Terregatte;14;12;26;33;20;66;67;34;43;22;10;10;28;35;9;63;56;31;44;24;647;saint laurent de terregatte
50502;Saint-Lô;250;281;480;825;1065;1531;1565;1037;1149;455;210;255;417;681;1199;1726;1732;1436;1523;1144;18961;saint lo
50504;Saint-Louet-sur-Vire;7;9;12;9;8;21;22;16;10;1;5;2;6;13;10;20;17;9;7;2;206;saint louet sur vire
50505;Saint-Loup;14;13;33;42;8;61;100;38;39;10;11;20;43;35;15;66;90;40;33;11;722;saint loup
50506;Saint-Malo-de-la-Lande;7;12;23;28;18;36;49;30;34;3;9;11;16;21;15;43;50;30;32;13;480;saint malo de la lande
50507;Saint-Marcouf;3;3;9;17;10;22;24;34;40;12;7;3;10;9;7;18;24;26;45;19;342;saint marcouf
50509;Sainte-Marie-du-Mont;9;12;19;30;27;54;64;63;58;34;7;2;14;13;24;44;60;54;87;49;724;sainte marie du mont
50510;Saint-Martin-d'Aubigny;13;12;19;26;23;57;67;37;47;14;12;13;16;23;21;49;52;27;39;27;594;saint martin d'aubigny
50511;Saint-Martin-d'Audouville;4;2;2;4;3;23;16;9;5;2;3;4;3;4;4;14;14;4;7;6;133;saint martin d'audouville
50512;Saint-Martin-de-Bonfossé;13;14;24;24;12;55;58;33;32;9;11;16;16;16;8;60;53;29;38;9;530;saint martin de bonfosse
50513;Saint-Martin-de-Cenilly;3;2;3;5;5;24;15;18;13;5;3;6;5;2;3;18;20;11;14;10;185;saint martin de cenilly
50514;Chaulieu;9;10;8;20;8;26;34;14;23;6;3;7;13;15;6;24;26;24;14;5;295;chaulieu
50517;Saint-Martin-de-Varreville;1;2;2;12;5;11;19;16;24;2;0;2;1;12;4;5;18;15;27;8;186;saint martin de varreville
50518;Saint-Martin-le-Bouillant;2;8;8;16;11;27;29;23;24;13;4;5;13;15;7;26;21;20;29;17;318;saint martin le bouillant
50519;Saint-Martin-le-Gréard;18;14;20;29;16;53;65;21;15;6;9;15;21;21;9;63;57;19;14;5;490;saint martin le greard
50521;Saint-Maur-des-Bois;1;3;3;7;4;18;17;6;13;6;6;2;1;3;6;11;16;9;9;6;147;saint maur des bois
50522;Saint-Maurice-en-Cotentin;2;5;11;11;8;20;27;23;23;5;3;2;14;9;10;17;31;22;12;7;262;saint maurice en cotentin
50523;Sainte-Mère-Église;39;45;64;128;102;206;287;256;243;111;29;50;82;138;87;211;292;217;312;210;3109;sainte mere eglise
50525;Saint-Michel-de-Montjoie;5;3;7;13;6;20;29;41;28;9;2;5;5;8;3;18;23;38;28;17;308;saint michel de montjoie
50528;Saint-Nicolas-de-Pierrepont;4;9;9;11;10;27;33;25;18;8;4;6;9;11;9;27;33;22;19;12;306;saint nicolas de pierrepont
50529;Saint-Nicolas-des-Bois;0;0;2;5;0;10;9;12;9;2;3;1;1;2;2;5;7;10;5;6;91;saint nicolas des bois
50531;Saint-Ovin;12;20;23;38;26;66;77;68;36;15;15;13;29;48;23;64;76;59;37;24;769;saint ovin
50532;Saint-Pair-sur-Mer;30;42;85;133;88;165;315;328;490;162;32;35;80;143;76;210;346;385;566;335;4046;saint pair sur mer
50533;Saint-Patrice-de-Claids;2;2;6;7;3;15;21;10;19;3;2;5;3;9;4;15;11;12;18;6;173;saint patrice de claids
50535;Le Parc;14;23;26;30;31;97;95;54;69;15;13;25;25;44;24;91;93;45;69;21;904;le parc
50536;Saint-Pierre-d'Arthéglise;1;2;3;3;2;15;13;12;16;1;4;0;2;4;4;4;17;9;15;5;132;saint pierre d'artheglise
50537;Saint-Pierre-de-Coutances;6;7;12;21;8;28;40;25;35;11;4;7;15;23;8;29;44;32;45;14;414;saint pierre de coutances
50538;Saint-Pierre-de-Semilly;7;8;19;15;10;37;47;42;29;6;11;4;12;27;12;34;48;40;25;9;442;saint pierre de semilly
50539;Saint-Pierre-Église;25;39;65;87;47;132;178;116;124;37;28;30;49;97;37;148;162;115;145;138;1799;saint pierre eglise
50540;Saint-Pierre-Langers;14;14;27;29;9;59;61;40;36;9;11;11;23;28;14;56;55;41;31;16;584;saint pierre langers
50541;Saint-Planchers;23;28;39;71;34;116;157;107;98;18;18;24;44;49;28;105;155;106;107;28;1355;saint planchers
50542;Saint-Pois;7;4;9;22;8;30;45;53;45;25;5;11;16;14;15;23;44;34;51;47;508;saint pois
50543;Saint-Quentin-sur-le-Homme;14;26;47;65;34;103;147;81;82;30;25;30;43;69;28;103;142;69;97;36;1271;saint quentin sur le homme
50546;Bourgvallées;52;61;110;164;70;301;320;231;231;60;50;63;135;156;75;282;326;216;220;70;3193;bourgvallees
50548;Saint-Sauveur-de-Pierrepont;2;2;5;2;5;14;10;11;10;4;0;1;4;6;5;14;11;8;9;9;132;saint sauveur de pierrepont
50549;Saint-Sauveur-la-Pommeraye;12;14;15;9;10;37;37;23;25;7;10;10;14;14;5;35;31;29;18;7;362;saint sauveur la pommeraye
50550;Saint-Sauveur-Villages;59;74;117;206;91;284;377;230;208;112;56;67;131;167;102;282;373;196;237;197;3566;saint sauveur villages
50551;Saint-Sauveur-le-Vicomte;26;28;58;98;60;165;206;155;142;69;25;35;69;97;45;159;217;141;186;185;2166;saint sauveur le vicomte
50552;Saint-Sébastien-de-Raids;5;9;12;26;5;35;35;27;19;7;9;5;9;10;5;36;33;26;14;10;337;saint sebastien de raids
50553;Saint-Senier-de-Beuvron;7;6;8;7;12;26;41;22;17;19;6;9;11;23;5;30;29;20;22;42;362;saint senier de beuvron
50554;Saint-Senier-sous-Avranches;25;25;38;62;21;90;156;82;135;33;26;25;39;61;35;101;156;110;134;44;1398;saint senier sous avranches
50556;Sainte-Suzanne-sur-Vire;17;14;27;29;12;68;66;59;40;9;12;14;31;31;11;71;52;58;44;16;681;sainte suzanne sur vire
50562;Saint-Vaast-la-Hougue;11;16;25;64;78;94;133;136;208;86;12;13;24;56;50;70;162;152;237;152;1779;saint vaast la hougue
50563;Saint-Vigor-des-Monts;8;8;9;12;8;26;37;16;25;10;6;5;9;13;6;24;22;14;19;10;287;saint vigor des monts
50564;Terre-et-Marais;19;29;54;56;44;116;145;97;62;25;26;25;49;55;34;117;137;71;76;47;1284;terre et marais
50565;Sartilly-Baie-Bocage;52;62;117;133;70;238;259;172;215;82;50;47;96;115;70;249;236;173;230;144;2810;sartilly baie bocage
50567;Saussemesnil;19;14;33;45;21;72;107;63;68;26;15;16;24;35;14;72;106;60;53;33;896;saussemesnil
50568;Saussey;6;2;15;21;12;42;37;42;50;8;3;8;14;19;8;31;45;49;46;12;470;saussey
50569;Savigny;8;14;18;29;19;49;50;24;18;2;13;6;19;22;12;48;37;25;26;7;446;savigny
50570;Savigny-le-Vieux;10;4;10;15;20;27;52;30;40;18;3;12;11;16;12;32;37;35;38;22;444;savigny le vieux
50571;Sébeville;1;1;2;2;1;2;4;6;0;0;0;1;1;1;0;3;6;2;0;1;34;sebeville
50572;Sénoville;4;2;8;9;7;15;30;16;13;5;4;3;4;11;4;13;27;16;10;6;207;senoville
50574;Servon;11;4;9;7;6;28;28;16;20;8;2;4;9;16;9;29;24;19;18;8;275;servon
50575;Sideville;18;16;28;40;15;86;72;38;35;6;18;16;24;40;17;88;70;40;27;10;704;sideville
50576;Siouville-Hague;17;18;33;52;37;99;145;72;55;21;22;19;37;50;33;93;122;60;58;31;1074;siouville hague
50577;Sortosville-en-Beaumont;3;9;9;10;9;21;36;21;30;11;3;2;7;22;13;23;29;21;21;13;313;sortosville en beaumont
50578;Sortosville;1;1;3;3;2;10;9;12;7;1;1;1;2;5;1;8;3;12;7;1;90;sortosville
50579;Sottevast;23;34;57;82;34;136;153;86;62;26;27;25;48;56;38;136;128;92;72;38;1353;sottevast
50580;Sotteville;10;7;20;32;10;31;67;31;21;2;7;8;21;31;19;37;64;24;22;3;467;sotteville
50582;Sourdeval;36;28;69;97;59;177;273;221;315;165;36;38;89;128;55;168;293;255;372;288;3162;sourdeval
50584;Subligny;8;6;17;15;10;35;42;24;23;7;4;12;15;19;6;34;37;23;21;17;375;subligny
50585;Surtainville;20;19;30;45;36;112;122;106;84;26;16;24;27;47;27;100;117;98;92;44;1192;surtainville
50587;Taillepied;1;0;0;3;0;1;3;1;4;1;0;0;0;1;0;1;1;1;1;3;22;taillepied
50588;Tamerville;12;14;26;31;18;53;84;40;43;12;13;13;23;27;17;57;73;44;41;11;652;tamerville
50589;Tanis;4;8;9;16;8;28;38;25;17;4;4;5;11;15;5;22;32;18;20;10;299;tanis
50590;Le Tanu;11;10;12;17;11;36;44;26;20;8;9;9;14;18;10;43;40;23;16;9;386;le tanu
50591;Le Teilleul;20;20;39;57;27;97;165;125;168;114;22;27;37;66;37;76;140;117;188;174;1716;le teilleul
50592;Tessy-Bocage;36;40;75;115;66;172;247;140;137;105;47;38;74;100;72;178;226;126;183;181;2358;tessy bocage
50593;Teurthéville-Bocage;9;13;18;22;17;57;70;39;45;22;11;5;12;28;13;53;52;37;44;28;595;teurtheville bocage
50594;Teurthéville-Hague;23;19;43;67;33;107;118;76;50;15;21;20;31;50;28;103;113;74;47;8;1046;teurtheville hague
50596;Théville;5;5;11;15;9;23;38;24;22;6;4;4;14;11;7;26;35;23;30;7;319;theville
50597;Tirepied-sur-Sée;27;24;41;46;33;83;99;55;61;27;14;25;33;35;20;90;83;55;52;34;937;tirepied sur see
50598;Tocqueville;7;10;7;7;5;27;35;20;18;14;5;5;7;7;10;22;28;20;16;12;282;tocqueville
50599;Tollevast;38;36;47;80;33;158;165;119;85;15;32;38;40;70;44;158;164;101;67;20;1510;tollevast
50601;Torigny-les-Villes;83;70;155;192;118;412;416;273;281;138;80;84;123;176;126;379;391;266;309;284;4356;torigny les villes
50603;Tourville-sur-Sienne;10;13;27;38;23;45;85;63;71;17;9;6;20;41;17;52;85;60;78;30;790;tourville sur sienne
50604;Tréauville;14;22;18;37;23;70;83;51;42;12;13;9;37;33;21;59;78;43;37;24;726;treauville
50606;Tribehou;6;5;20;18;17;43;52;55;37;16;9;14;21;20;13;37;54;42;35;25;539;tribehou
50607;La Trinité;9;8;14;29;3;42;41;23;25;10;11;10;19;8;6;44;39;17;27;10;395;la trinite
50609;Turqueville;0;3;4;9;1;6;19;16;12;1;0;1;5;3;2;9;18;15;10;13;147;turqueville
50610;Urville;1;3;8;5;7;13;25;21;16;4;1;5;8;20;8;11;21;12;18;3;210;urville
50612;Vains;14;10;11;22;18;43;68;72;58;21;13;7;18;32;27;44;81;77;60;26;722;vains
50613;Valcanville;6;6;17;18;21;30;58;24;29;12;6;8;7;18;8;32;38;25;28;20;411;valcanville
50615;Valognes;84;98;172;244;246;487;664;452;461;244;61;78;171;258;219;453;692;523;626;549;6782;valognes
50616;Le Val-Saint-Père;31;45;72;104;44;121;228;139;182;49;25;30;69;105;36;143;220;146;169;67;2025;le val saint pere
50617;Varenguebec;7;5;12;21;10;26;30;23;30;9;4;3;13;9;9;24;31;13;34;12;325;varenguebec
50618;Varouville;2;2;8;9;12;14;32;23;21;6;5;4;11;10;10;14;32;24;20;9;268;varouville
50619;Le Vast;3;6;6;14;6;25;30;25;34;9;5;6;6;22;4;25;33;20;29;11;319;le vast
50621;Vaudreville;0;0;1;4;3;7;8;6;5;4;1;0;3;2;2;2;10;6;4;5;73;vaudreville
50624;La Vendelée;7;8;13;26;14;31;65;28;29;1;5;8;14;37;10;34;56;33;28;10;457;la vendelee
50626;Ver;7;13;9;9;10;38;39;25;24;11;11;6;12;18;15;35;31;24;26;11;374;ver
50628;Vernix;5;2;6;9;1;13;19;10;11;6;2;3;4;8;3;17;10;10;14;4;157;vernix
50629;Vesly;17;24;27;36;21;75;61;59;37;17;16;16;26;32;18;66;68;47;38;23;724;vesly
50633;Le Vicel;1;2;3;5;2;8;14;8;15;5;1;1;3;6;2;8;10;6;18;8;126;le vicel
50634;Videcosville;2;2;5;7;5;6;8;1;9;2;1;2;2;1;4;8;6;4;7;2;84;videcosville
50637;Villebaudon;7;7;12;10;8;23;28;28;32;9;2;5;10;13;9;26;28;27;23;10;317;villebaudon
50639;Villedieu-les-Poêles-Rouffigny;43;56;98;139;148;259;356;276;299;167;42;49;83;158;111;241;391;275;401;301;3893;villedieu les poeles rouffigny
50641;Villiers-Fossard;18;14;26;28;18;66;66;44;38;6;15;21;32;27;11;70;57;43;29;10;639;villiers fossard
50643;Virandeville;14;13;28;30;27;57;101;75;41;15;5;16;20;42;25;56;102;61;49;22;799;virandeville
50647;Yquelon;11;17;23;50;14;70;86;91;117;30;15;12;21;45;10;54;127;120;117;39;1069;yquelon
50648;Yvetot-Bocage;24;26;51;52;33;104;142;80;57;19;21;30;35;50;20;105;128;75;48;27;1127;yvetot bocage
51001;Ablancourt;4;4;4;6;4;19;18;11;10;4;5;4;2;7;4;19;9;12;14;2;162;ablancourt
51002;Saint-Martin-d'Ablois;15;22;46;66;49;97;147;114;110;38;17;19;33;58;39;97;151;121;120;80;1439;saint martin d'ablois
51003;Aigny;2;5;10;19;6;28;30;14;19;8;6;7;7;13;4;28;29;16;16;6;273;aigny
51004;Allemanche-Launay-et-Soyer;0;0;5;7;1;8;10;13;7;2;2;2;3;4;1;11;12;8;7;6;109;allemanche launay et soyer
51005;Allemant;1;6;6;11;3;13;20;9;12;5;2;1;8;4;1;11;16;15;9;5;158;allemant
51006;Alliancelles;1;4;6;5;4;9;11;14;19;5;0;0;3;4;0;6;18;14;14;5;142;alliancelles
51007;Ambonnay;26;23;42;60;20;98;109;59;45;13;24;21;23;47;26;88;110;60;56;26;976;ambonnay
51008;Ambrières;6;6;9;9;6;15;35;20;15;3;5;1;5;7;5;15;29;15;16;3;225;ambrieres
51009;Anglure;7;22;26;41;20;72;103;68;66;21;10;9;27;36;21;58;87;75;72;29;870;anglure
51010;Angluzelles-et-Courcelles;2;0;4;7;8;13;24;11;10;4;5;1;1;9;1;14;13;9;12;4;152;angluzelles et courcelles
51012;Anthenay;1;2;4;2;1;6;12;4;1;1;1;2;5;4;1;8;8;2;5;0;70;anthenay
51013;Aougny;1;1;8;5;6;9;18;2;5;0;1;1;4;6;2;9;14;4;4;0;100;aougny
51014;Arcis-le-Ponsart;5;3;2;11;2;26;34;21;17;2;5;6;12;17;3;25;36;20;30;37;314;arcis le ponsart
51015;Argers;2;3;5;2;3;13;10;7;7;2;3;1;4;10;2;12;10;7;10;1;114;argers
51016;Arrigny;1;3;7;15;4;12;26;25;21;11;1;3;8;9;2;9;31;26;22;13;249;arrigny
51017;Arzillières-Neuville;5;3;8;18;8;20;46;32;22;4;4;7;13;15;5;25;50;22;15;7;329;arzillieres neuville
51018;Athis;15;15;31;43;13;74;96;52;49;18;15;17;34;42;22;78;87;53;55;77;886;athis
51019;Aubérive;7;5;9;10;11;23;24;17;9;7;4;7;7;9;7;25;25;11;7;10;234;auberive
51020;Aubilly;0;0;1;4;1;2;9;5;3;0;0;2;2;7;0;3;8;3;3;0;53;aubilly
51022;Aulnay-l'Aître;8;3;9;7;2;16;15;13;8;4;3;6;11;2;1;22;15;12;8;7;172;aulnay l'aitre
51023;Aulnay-sur-Marne;7;5;5;7;5;25;26;22;13;5;10;8;10;10;5;28;24;23;14;4;256;aulnay sur marne
51025;Auménancourt;19;31;37;65;38;77;135;49;60;9;23;15;45;58;30;89;121;47;61;19;1028;aumenancourt
51027;Auve;6;12;18;16;18;21;35;15;15;6;4;5;10;11;8;26;30;14;22;7;299;auve
51028;Avenay-Val-d'Or;18;18;28;49;29;89;102;55;55;28;22;19;32;60;29;90;100;63;58;75;1019;avenay val d'or
51029;Avize;32;28;54;64;120;154;153;103;99;49;27;31;60;66;58;148;175;112;133;94;1760;avize
51030;Aÿ-Champagne;73;73;162;216;206;440;618;410;389;138;80;77;166;230;195;426;650;423;452;317;5741;ay champagne
51031;Baconnes;9;8;9;27;2;23;43;13;9;4;4;3;11;14;2;23;34;11;15;6;270;baconnes
51032;Bagneux;9;6;18;19;13;32;52;44;30;13;8;4;14;16;10;34;53;32;33;18;458;bagneux
51033;Le Baizil;3;2;12;13;10;34;21;22;13;4;7;4;10;12;2;24;26;16;12;7;254;le baizil
51034;Bannay;0;0;0;0;0;3;1;2;3;1;0;1;0;0;0;2;1;3;2;0;19;bannay
51035;Bannes;6;12;7;18;9;25;39;18;13;9;3;1;13;15;4;30;26;19;9;11;287;bannes
51036;Barbonne-Fayel;5;8;10;24;9;42;59;38;38;19;8;8;9;19;13;45;56;37;37;16;500;barbonne fayel
51037;Baslieux-lès-Fismes;10;9;15;15;5;32;35;16;23;6;6;6;9;11;12;33;35;19;18;5;320;baslieux les fismes
51038;Baslieux-sous-Châtillon;1;3;7;10;6;20;20;16;7;5;5;3;3;14;1;17;28;12;9;4;191;baslieux sous chatillon
51039;Bassu;0;1;1;5;4;6;13;12;3;3;0;1;2;6;2;5;16;13;9;6;108;bassu
51040;Bassuet;2;4;8;2;10;27;21;21;21;4;4;7;8;9;6;23;21;24;21;11;254;bassuet
51041;Baudement;0;0;4;3;3;3;16;8;9;5;3;2;2;5;3;11;11;12;9;2;111;baudement
51042;Baye;6;8;13;15;11;39;41;33;31;12;5;9;8;14;8;38;42;35;37;17;422;baye
51043;Bazancourt;34;43;76;125;65;204;195;150;118;29;33;49;81;103;72;200;229;131;136;55;2128;bazancourt
51044;Beaumont-sur-Vesle;15;11;31;30;27;73;95;64;38;7;16;24;24;31;28;71;97;59;42;13;796;beaumont sur vesle
51045;Beaunay;4;1;3;4;2;9;9;11;11;1;0;0;2;6;3;7;11;12;12;2;110;beaunay
51046;Beine-Nauroy;16;10;44;75;25;76;134;71;47;8;16;13;45;50;30;84;136;88;40;8;1016;beine nauroy
51047;Belval-en-Argonne;0;0;1;3;0;2;4;10;3;4;1;0;1;3;0;3;3;6;2;3;49;belval en argonne
51048;Belval-sous-Châtillon;2;4;8;7;1;17;14;15;10;2;2;4;4;6;1;17;18;13;7;3;155;belval sous chatillon
51049;Bergères-lès-Vertus;18;16;25;18;20;57;67;46;33;15;19;9;21;29;13;58;73;44;36;20;637;bergeres les vertus
51050;Bergères-sous-Montmirail;1;0;4;5;2;9;11;6;14;3;1;2;4;6;5;9;11;11;10;4;118;bergeres sous montmirail
51051;Berméricourt;5;1;5;7;4;24;19;10;16;0;0;4;14;9;5;21;17;15;15;6;197;bermericourt
51052;Berru;10;8;19;26;17;52;57;41;42;6;10;4;9;37;21;52;62;43;35;5;556;berru
51053;Berzieux;3;2;2;5;1;6;8;3;6;2;0;3;4;3;1;7;5;3;8;1;73;berzieux
51054;Bétheniville;21;37;62;84;37;142;141;61;45;13;28;36;71;80;22;145;130;54;54;12;1275;betheniville
51055;Bétheny;116;109;240;315;228;507;668;414;574;131;103;121;214;282;211;531;715;495;647;199;6820;betheny
51056;Bethon;3;8;7;10;6;26;31;26;19;11;4;2;9;7;10;24;25;24;23;9;284;bethon
51057;Bettancourt-la-Longue;2;1;1;2;1;6;4;16;7;3;0;0;1;1;1;3;6;14;7;3;79;bettancourt la longue
51058;Bezannes;14;34;53;95;86;94;185;128;91;16;21;29;51;112;82;124;190;146;109;33;1693;bezannes
51059;Bignicourt-sur-Marne;2;6;5;11;9;16;38;27;39;6;5;6;7;13;8;21;40;25;51;13;348;bignicourt sur marne
51060;Bignicourt-sur-Saulx;3;4;7;6;8;15;27;11;10;8;3;4;5;9;7;16;18;13;9;6;189;bignicourt sur saulx
51061;Billy-le-Grand;4;2;4;4;4;8;15;10;7;4;1;1;9;2;3;9;15;10;7;2;121;billy le grand
51062;Binarville;1;2;5;1;1;9;11;9;13;1;1;2;1;5;2;9;6;12;8;3;102;binarville
51063;Binson-et-Orquigny;8;3;3;5;2;21;17;15;9;4;1;4;2;6;7;17;19;11;14;5;173;binson et orquigny
51065;Blacy;6;14;15;37;24;51;80;55;41;12;13;5;22;24;12;41;87;55;56;20;670;blacy
51066;Blaise-sous-Arzillières;6;5;6;11;7;18;44;31;27;3;3;3;9;16;7;24;42;26;44;9;341;blaise sous arzillieres
